0	musím bohužel po pěti letech téměř každodenních návštěvách ohodnotit své stravování v praze v coloseu jako velké zklamání ! ! ! za poslední mesich jsem se v žádné z vašich restauraci nenajedla vůbec uspokojivě .. vaše pokrmy nemají nic společného s italskou kuchyni ! ! po dnešním obědě , jsem se definitivně rozhodla váš podnik už nenavstivit ! ! o neochotnem a neprofesionálním chování personálu ani nemluvím ! !
1	při návštěvě prahy s dcerou jsme navštívili tuto restauraci a ochutnali báječné italské víno i jídlo . předkrm byl delikátní . domácí těstoviny naprostá špička . doporučuji všem .
1	velmi příjemná restaurace s krásným exkluzivním interierem . jídlo vynikající a obsluha profesionální a velmi přátelská . rozhodně doporučuji pro všechny příležitosti .
0	po koncertě milé zjištění , že je ještě někde otevřeno . objednávka ... pivo ... čekací doba ... 40 minut ... pomoooc . po zjištění , že na nás zapoměli jsme dostali 4 piva zdarma ale ty se ztratili po dalších třech kolech ... turistická atrakce pro lidi , kteří jsou zvyklí zaplatit za pivo ve své zemi 4 € , pro našince ... ? ? ? nevím ... prostředí pěkné .
0	strašně rád bych vám doporučil tuto restauraci , ale nejde to . naše poslední zkušenost je taková , že jsme přišli , sedli si jenom na barovky , že si dáme pivo a půjdeme . přišel milý číšník a nabídnul nám místo o stolu v sále vevnitř . tím ovšem starost o nás jako o hosty skončila . od té doby si nás nikdo nevšimnul a tak jsme po dalších 5-7 minutách prostě odešli .
1	příjemný interiér , včetně zahrádky , ochotná a rychlá obsluha , moc dobré jídlo , káva a domácí limonády .
1	jíme zde s kolegy hlavně při obědech . jídlo je vždy výborné a bez chybičky . trošku dražší polévky , nicméně vždy výborné . při poledním menu není problém si objednat džus s vodou do půl litru za cenu džusu . okurkový salát je vždy dobře dochucen jen je evidentně skladovaný v ledničce již v mističkách . je velmi studený . co bych vytkla je opakující se jídla i několik dní po sobě .
1	jedna z nejlepších mexických restaurací v praze . jídlo vždy vynikající a personál ochotný a milý . do barabizny jezdíme již několik let a vždy odcházíme spokojení . vřele doporučuji . třeba el gaucho – špíz s hovězího a vepřového masa plněný gorgonzolou super . a dezert vanilková zmrzlina obalená v pistáciích , zalitá horkou čokoládou , také super .
0	obyčejné nepříliš dobré jídlo , za neobyčejné ceny a to včetně hotovek . přidrzlá obsluha . jediným kladem je dobré pivo .
1	krásné prostředí , výborná kuchyně , velmi příjmený a ochotný personál . vřele všem doporučuji na rodinnou oslavu , posezení s přáteli i romatickou večeři ve dvou .
1	ochutnal jsem segedinsky gulas a byl moc dobry . v cene menu ( 129 , - kc ) je zahrnuta polevka nebo napoj . dal jsem si domaci zazvorovou limonadu a byla to dobra volba
0	co mě opravdu neskutečně vadí ve všech hospodách a restauracích je , když dostanu podmírák piva . a zde se to děje opakovaně . zjevně se to vyplatí . takový přístup je velice špatný a smutný zároveň . proto dávám jednu hvězdu . a to nemluvím o arogantní obsluze , ale v tomto případě to mohlo být třeba jen tím , že se číšník špatně vyspinkal .
1	jedná se o jednu z nejlepších restaurací v praze , které znám . nabízená jídla jsou velmi pečlivě připravena , kombinace chutí a vůní jídel ještě umocňuje lokalita s výhledem na prahu . návštěvu terasy u zlaté studně považuji za svátek .
1	jedním slovem vynikající . velmi příjemná obsluha , výborné jídlo , víno i servis . ráda se budu do této restaurace vracet .
0	jídlo bylo dobré do doby než jsem v salátu našla černý vlas . obsluha byla milá . nabídla mi jako omluvu dezert - nicméně v této restauraci bych si představovala větší profesionalitu , když to není čtvrtá cenová .
1	opravdu dobrý nápad , palačinky na různé způsoby z pohankové mouky , výborné jsou na slano , určitě vyzkoušejte i zmrzlinové poháry . místo super
1	tuto restauraci jsme navštívili s přáteli a velmi jsme si pochutnali na balkánských specialitách , domácím chlebu i úžasném dezertu , který jsme si ještě přidali :-) makedonské víno skvělé a kávička také ! interiér restaurace perfektní a celkový servis výborný ! !
0	podle hodnocení velmi dobrá restaurace , ale s mými kolegy jsme si z omezené polední nabídky ani nevybrali a jeli jsme jinam . obecně se jedná o na pohled velmi chladnou restauraci . od oken táhlo , zaměstnanců ve zvláštních staroslovanskych krojích více než hostů . jídlo posoudit nemohu .
1	burgery byli dobré , za tu cenu nemám co vytknout , ale obsluha nám přišla taková nemastná , neslaná až nepříjemná . seděli jsme nahoře v patře a docela tam bylo velké horko . koukali jsme jak se tam hodně rychle točí stoly , pokud chcete jít na večeři , je dobré si udělat rezervaci včas .
0	tradiční česká restaurace v centru prahy přímo proti oc quadrio . bohužel tento potenciál nedokáže využít , protože ač je místo skvěle lokalizované , tak jídlo odradí a zákazník , který ví , jak má česká kuchyně chutnat , se už nevrátí . polraicha na ně ... masová šťáva , z kterého necítíte nic jiného než masoxovou kostku , leží docela dlouho v žaludku . personál je ale příjemný a ochotný . vyměňte kuchaře !
0	velmi nepříjemná a arogantní obsluha . jejich chování k hostům je na pováženou , nebyli jsme jediní , kdo raději odešel
0	měli jsme zde domluvené posezení pro 25 lidí včetně zaplaceného dj na firemní akci . raut i obsluha zpočátku v pohodě , ale po půlnoci obsluha zavřela bar a celou akci bez předchozí informace rozpustila ... bohužel přístup personálu i provozní byl velice neprofesionální . více zde žádnou akci dělat nebudeme .
1	po dlouhé době podnik , kde jsi užili super večer jídlo super obsluha mluvila skvěle česko-francouzky zábavné
1	velice mila a privitava obsluha , bezpochybne jidlo , veliky vyber jidla a napoju . urcite mohu doporucit , restaurace je vhodna jak na veceri tak i na obed :)
0	v café colore jsem byl několikrát a bohužel mě to neoslovilo . v prostředí jsem se necítil pohodlně , obsluha také mohla být milejší a za stejné peníze mi jinde chutnalo víc .
0	ač jsem vegetarián a tuto restauraci jsem navštívil několikrát , nemohu doporučit . jídlo jsem ani jednou nedojedl . pokud chcete ochutnat skvělou kuchyni , kde je podáváno prasádám najděte do góvindy na hrázi 5 , praha 8 .
1	vcera vecer jsem s kamaradkou navstivil tuto restauraci ... sedli jsme si na utulnou zahradku a dali jsme si zebirka + pivko ... vse super a moc jsme si pochutnali ... obsluha celkem stihala ale vsiml jsem si jen dvou servirek a ochotneho managera , ktery s nama prohodil par slov ... mohu jen vrele doporucit :)
1	jídlo v tyhle restauraci nám fakt chutnalo . velice dobře ochucené , porce velké , málokdy se to takhle povede . doporučuji a přeji dobrou chuť .
0	přála bych dámě , která mi potvrdila rezervaci aniž by ji skutečně zařídila , aby sháněla večer v okolních restauracích místo pro 15 lidí . neochota obsluhy celou situaci řešit mě nijak nepřekvapila .
0	hrozná obsluha , jídlo a pití hodnotit nemůžu , nebyl jsem vpuštěn se psem ( 1,5 kg ) , tak s tím jsem se naposledy setkal před 25 lety ..
1	stredecni poledni burgery nemaji chybu , vecer to byva bohuzel slabsi . i ostatni poledni nabidka . i letinske pivo rozhodne stoji za navstevu !
0	při placení jsem byl nucen pod výhrůžkou přivolání policie čr zaplatit za pivo , které jsem si vůbec neobjednával ! navíc jsem měl objednán na sebe jen nealkoholický nápoj . pivo bych ani nemohl pozřít ( vzhledem k jízdě autem ) . návštěvu této hospody zcela nedoporučuji ( panuje zde totální chaos při evidenci útraty u hostů na straně personálu ) .
1	obsluha je vynikající , prostředí je příjemné a uvolněné . jídlo lahodí vašim chuťovým buňkám . rozhodně doporučuji navštívit , protože určitě nezůstanete jen u jedné návštěvy . kuchař vaří sice na malém prostoru , ale jeho výtvory jsou velké a úžasné . v létě se vám věnují i na zahrádce a i když je tam jen jedna číšnice , zvládá to dokonale .
1	jidlo , kava , vino - vse vyborny tak dobry obed z cerstvich surovin jsem dlouho nemel . urcite prijdem zas !
1	i pokud člověk není veganem , musí do téhle restaurace zajít na oběd nebo večeři . stojí to za to . zahoďte předsudky a ochutnejte nejlepší veganskou na malé straně a vlastně možná v celé praze :)
1	příjemné a krásné prostředí restaurace , jídlo bylo super dali jsme si vývar s játrovým knedlíkem , pečená vepřová žebra bbq s česnekovou a dijonskou omáčkou a gratinované brambory . obsluha velmi příjemná . všem doporučuji
1	po dlouhém hledání dobre restaurace mimo centrum prahy jsme přišli do skvělého steak house restaurantu ! lehký předkrm - carpaccio z červené repy ... následoval hlavní chod .. flank steak a steak ze svíčkové se rozplývaly na jazyku a skvele je doplnilo překvapivě plné a chutné moravské víno - terroir club rulandske modré , znovin . vse jsme zakončili skvělým desertem české , odlehčené varianty tiramisu .. s milým pesonalem dohromady ... skvělý zážitek ! doporučuji
1	restaurace byla velmi příjemná . personál velmi ochotný , usměvavý a dobře nám poradil s výběrem . jídlo bylo chutné , pivo osvěžilo , cena přijatelná
1	před týdnem jsem s přáteli navštili tuto restauraci a poseděli jsme na zahrádce . odpoledne se velmi vydařilo , krásné počasí , dobré pivo a milá obsluha . doporučuji .
1	se ženou jsme navštívili bílou krávu a byli jsme unešeni . výborná přátelská a přesná obsluha . zdekantováno báječné francouzské víno a naprosto brilantní steaky . malé plus na závěr jako kuřáci sme ocenili i tepelnou lampu u v chodu . rádi se vrátíme děkujeme .
0	velmi špatné těstoviny nedovařené když jsme s rodinou přišli slišeli jsme kuchaře jak si stěžoval chodili jsme sem rádi od teď už nikdy
1	velmi dobré na víkendové denní menu . cena / kvalita je super . atmosféra je příjemná a v létě po procházce ideální na pivo .
1	"jako první , co vás zaujme je velmi příjemná obsluha , která se snaží ochotně splnit vše , co si vymyslíte . ke každému jídlu poradí jaké víno k párování , doporučí druh masa a pokud chcete , řeknou vám k němu mnoho informací . a jídlo jako takové ? luxusní ! byl jsem zde na pracovním jednání , ze kterého se vyklubalo nakonec "" přátelské "" jednání a hlavní chody , byly dokonalé ."
0	platili jsme dnes o dost víc než jsme měli , kasírování na společný účet a nezavedení lístku na stole je docela problém , každý z nás platil tak min . o 7 víc piv než měl . to je špatné !
1	"prijeli jsme s manzelem z italie za prateli a navstivili jsme tuto restauraci , bohuzel poprve , ale urcite ne naposled.jidlo vysoce kvalitni , upravene , ze oci zacaly jist drive nez usta.rovnez vino bylo vyborne.rovnez "" dusikovy dezert "" byl efektivni.dovolim si upozornit na profesionalitu vrchniho cisnika , ktery svym chovanim a vtipem , obohatil nasi navstevu.dekujeme ... a do roka jsme zpatky . petra a massimo fico ."
0	první dojem byl skvělý , pěkné moderní prostředí s hezkým posezením . bohužel posléze jsme poznali , že personál je velmi nepříjemný , měli mezi sebou konflikty , které řešili nahlas v blízkosti našeho stolu , objednané jídlo bylo drahé a nebylo dobré . nespokojenost .
1	kuchyně , na kterou se dávno zapomnělo ... vynikající poctivé polévky už dle barvy a vůně , domácí limonády , mořský vlk jako jednohubka , poctivé porce , maso šťavnaté a chutné , holoubci , jehněčí , deserty jsou třešničky na dortu ! speciálně to fíkové créme brulée .. malinko vyšší ceny , ale za ten zážitek to stojí ... ! !
1	příjemná obsluha a kvalitní víno . vhodné po celém dní v práci jen tak sklenku ale tak i na narozeninove oslavy .
1	byli jsme s přáteli na večeři . mohu jen doporučit . zejména bourgignon nás velice oslovil . poklidná restaurace kousek od centra .
0	- gril vas na terase vyudi - pokud hledate standard potrefenych hus , zde ho naleznete jen u personalu nikoliv u kuchyne ! - husi skvarky jsou jen sadlo - kachni stechno bylo priserne - kridylka bufalo byla strasna - srovname li s urovni jinych potrefenych hus , byt pivovarem , tuto bych ihned zavrel ! tak negativni reklamu si staropramen nezaslouzi , tim mene ve vlastnim domove .
1	doporučuju sem jít na pivo je zde velký výběr a každý si určitě vybere . pokud jde o jídlo mají velký výběr všeho možnýho . dal jsem si rumpsteak s volským okem a hranolky a byl jsem velmi spokojený .
1	m ´ roll to je pro mě asie v praze . to jídlo , chutě , obsluha a ceny ? jednička s hvězdičkou . vždy si dáváme nějaké roll nejčastějí curry roll bez masa . moje topovka jsou classy of m ´ roll s kuřečím masem , phad thai s hovězím a udon s hovězím . opravdu stojí za náštěvu .
1	skvělá zahrádka na letní večery , příjemná obsluha . vynikající plzeň a moc dobré burgry . restauraci navštěvuji rád a často . mohu doporučit .
1	velmi příjemná obsluha , vždy skvělá nabídka jídel . poměr cena za menu ke kvalitě a množství jídla velmi příjemná :-) ráda se sem vracím , doporučuji všem , co ještě neměli možnost vyzkoušet .
1	vynikající jídlo , servis , prostředí , klidná část s úžasným výhledem . zde si zákazníka váží a hlavně vědí co servírují a stojí si za tím . doporučujeme na 100 % !
1	kdykoliv sem zajdu , jsem spokojen . tradiční řecká jídla připravovaná řeckou rodinou . suroviny mají velmi čerstvé , ( asi dovoz z jejich domoviny ) . jídla mají chuť i konzistenci jako v řecku , porce by mohly být větší , ale nejsou předražená .
1	naprosto luxusni tapas , vyzkouseli jsme vsechny . mimo jine skvarkove spring rolls , krevety tempura , batatove hranolky ! a dezert jack fruit icecream se sticky rice , nam nam nam ;) ! . prostredi nadhera , mila obsluha , jen vse hrozne rychle ;) ! super !
1	venkovni posezeni je velmi prijemne , nesviti na vas slunicko a muzete si v klidu vychutnat obed . restaurace nabizi denni menu s polevkou i normalni vyber z menu :) . jidlo bylo dobre a obsluha prijemna :)
1	každý týden zde obědvám a pokaždé jsem více než spokojen . z poledního menu si vybere opravdu každý a určitě chybu neudělá . a rychlá a příjemná obsluha je jen potvrzení toho , že takhle restaurace stojí za navštívení
1	skvělá obsluha , skvělá atmosféra , skvělé jídlo ! šéfkuchař pan šašek patří rozhodně k tomu nejlepšímu , co v čechách máme .
1	moc jsme si pochutnali . nabídka vřele doporučujeme návštěvu této krásné vegánské restaurace v úžasná :-)
1	výborné steaky . zvlášť doporučuji ukázku 5 druhů steaků - faux filet , entrecote , rumpsteak , onglet a filet pro čtyři osoby .
1	prijemne osvezeni po ceste do prahy . krasna zahradka na vinohradech , kde se da sedet primo na ulici . osvezujici ledovy caj a prijemne zachody s japonskym wc :) ) )
1	příjemný podnik s velmi milou a usměvavou obsluhou , která vypadá , že je jejich práce fakt baví . výborné koule i vše okolo . doporučuji . jen škoda , že víkendy jsou zavřené .
1	děkujeme za krásný gurmánský zážitek . jídlo bylo opravdu famózní a velmi příjemná obsluha . prostředí restaurace je stylové a velice odpočinkové . doporučuji . jan doležal
1	"návštěvu jsme provedli ve složení zástupců 3 generací ( děda , dcera , vnuk ) a všichni jsme si našli své . pestrý výběr pokrmů , včetně možnosti volby ze tří vegetariánských jídel - skvěle si pochutnal formou "" sněz co můžeš "" i masožravý děda s vnukem . jídlo typické zpracováním surovin a použitým kořením , pro indickou kuchyni . k tomu perfektní a milá obsluha . opakovat ... ! :-)"
1	už jste někdy viděli skleněnou varnu piva ? já byl u vytržení . a to pivo mají fakticky dobré ! interiér je překrasný . a to včetně toalet . nemůžu jen vynachválit . centrum prahy pro čechy !
1	momoichi je moderní kavárna s výbornou kávou a čajem . dali jsme si matcha cheesecake a almond cake . k tomu ice tea a cappuccino . obsluha je milá , prostory působí trochu neosobně až chladně . na své si přijdou také fanoušci totoro .
1	v praze je hodně dobrých pivnic , ale tady to je prostě pecka ! nonstop tanková plznička , to je pro opravdové noční gurmany a lidi pracující do pozdních nočních hodin . takový koncept se jinde v praze nevidí ! jedna z nejlepších tankových plzniček v našem hlavním městě .
1	velice prijemna a ochotna obsluha , prijemne prostredi a velice chutne jidlo , urcite zajdeme casteji , vsem doporucuji
1	na prahu atypický koncept , mísí japonskou kuchyni s arabskými a středomořskými prvky . matcha pudink už si znovu asi nedám , ale kávu připravují fenomenální . oceňuji také možnost nechat si ji připravit s sebou .
0	polévka hovězí vývar s knedlíčky , polévka vlažná bez chuti , a ne jako vývar , ale jako voda z kohoutku . salát cesar , opečená na oleji ve velkých kusech veka nasáklà přepáleným olejem , prostě hnus . naprostá nespokojenost . a to bylo poledni menu z nabídky .
0	dřív jsme tuto restauraci navštěvovali celkem často . jen v poslední době , jsme na ní dá se říct zapomněli . před pár dny jsem šla s kamarádkou kolem , tak jsme zašli na limonádu a dort . bohužel to za nic nestálo .
1	vynikající jídlo a příjemné prostředí . určitě doporučuji zajít . navíc cenově to vychází dobře .
0	skoda ze to nema nic spolecneho s mongolskym jidlem . je to bud cinska nebo vietnamska jidla . a vyuzivaji jen nevedomosti zakazniky . jak smutne .
1	po vstupu do restaurace jsem nebyl úplně okouzlen prostředím . ovšem když přinesli pokrmy na stůl , musím hodit všechny negativa za hlavu , protože to bylo skutečně skvělé ! byli jsme ve složení 4 kamarádů , každý jsme si dali odlišné jídlo , ale všichni jsme byli naprosto spokojeni . jen trochu vytknu delší čekání , a zimu , která šla od dveří .
0	"dalsi z mist , kde se "" prodava "" interier , nikoli pokrmy . cisnici pusobili arogantne , temer jak z dob minulych , obsluha nonsalantni , kvalita kavy a desertu prumerna . nechapu , na koho tohle ma delat dojem . zaspali , ze zivot i v cechach pokrocil . neni duvod se tam kvuli majolikovym obkladum vracet ;-( ."
1	tato restaurace nás velmi mile překvapila , především skvělou kuchyni , ale také velmi milou obsluhou . to se v dnešní době už moc nevidí . ještě jednou moc děkujeme za skvělé jídlo a skvělou obsluhu usměvavou servírkou .
0	byli jsme zde na veceri pro prilezitost oslaveni narozenin avsak jsme byli spise zklamani . nejvice nas zklamala obsluha ktera na nas byla neprijemna , asi protoze jsme cesi . drinky servirovane s crushed ice byli hned rozpustene a vodove . cekal jsem mnohem vice .
1	narazila jsem s kamarádkou na tento útulný bar úplně náhodou zkratkou z anglické na václavák a upřímně ... dostal nás :-) nejen velmi empatickou obsluhou , ale hlavně výbornými míchanými koktejly . po ochutnání blue shark a eňo nuno jsme si řekli , že nemá smysl chodit na koktejly kamkoliv jinam . ale pozor , blue shark není pro slabé povahy :-)
1	dnes v 18 hodin bylo plno nebo rezervace . to nás překvapilo , protože plný podnik , v této době se nevidí často . přesto ochotný personál našel 3 místa . obsluha byla rychlá a jídlo jako ve skutečné itálii . byli jsme moc spokojeni . určitě znovu navštívíme ! těšíme se i na zahrádku . doporučujeme ! ! !
0	jídlo výborné . servis katastrofální . 20minut se čekalo než nás někdo obsloužil . je to pokaždé stejně .
1	velice dobrá rodinná italská restaurace , kde vaří kvalitní jídla v italském duchu . prostředí restaurace je v dobrém stavu , obsluha ochotná a schopna poradit a popsat nabízená jídla . doporučuji k návštěvě a zážitku . problematické je parkování v místě .
1	přestože tato restaurace patří mezi mladší , směle konkuruje svým zkušenějším konkurentům . jídla jsou nápaditá , chuťově příjemná a prezentovaná na velmi vysoké úrovni . oceňuji především originální styl prezentace . moderní design , kde stěny ještě voní novotou . do budoucna snad jen restauraci popřát , aby si zachovala svou kvalitu .
1	po přestěhování bokovky do dlouhé 37 je vinárna ještě mnohem lepší . trošku punk interiér , ale vzdušný a člověk se zde cítí příjemně . obrovská nabídka vín . obsluha nejvíc top top , jsou to miláčci , je tam legrace a vždy doporučí opravdu to nejlepší , co vám bude chutnat . nabídka sýrů či uzenin k vínu vážně lahůdka .
0	bb jsem považovala za normální prodejnu baget a menších jídel . bohužel po zkušenosti v jedné pobočce jako zaměstnanec musím všechny odradit , jak u jídla tak u pracovní činnosti .. vedení bylo vskutku zajímavé , majitel nejmenované pobočky nezvládá chod ani odpovědnost .. no .. před bb utíkat a neplatit za služby , které jsou otřesné ...
1	neobvyklé prostředí , názvy jídel . obě jídla nám velice chutnala , velikost porce dobrá . některé recenze píšou o pravěkých divadelnících ( spíše otravných ) , ale v pátek večer byl klid a večeři jsme si parádně užili .
1	s jidlem jsem byl spokojeny , zajimava nabidka za dobrou cenu , velka porce , prijemny personal a prostredi :) . ja mel kachni polevku a peceneho kralika - doporucuji !
1	tady se opravdu dobře najíte . chodíme sem aspoň deset let , skvělé je všechno s masem - od tataráku po žebírka nebo steak s fazolkami .
0	s přítelem jsme doufali v dobré jídlo i servis . nedočkali jsme se ani jednoho . restaurace je sice přeplněná , ale jídlo průměrné a servis spíše podprůměrný . personál se nestará o hosty . chtěli jsme si spravit chuť alespoň dezertem , ale menu jsme se nedočkali . takže se přítel musel zvednout ze židle a požádat o účet , na který bychom pravděpodobně čekali ještě dlouho .
1	fakin gut . mega chutný , strašně dobrý . veliký výběr vege jídel . určitě zajdeme brzy znovu . namaste ! !
1	restaurace působí honosne . jidlo je vinikajici , obsluha mírně pokulhává za ostatními . ceny přiměřeně kvalitě jídla .
1	jídlo , obsluha , prostředí prostě jednička . nabízené pokrmy jsou opravud perfektní . musel jsem alespoň jednou vyzkoušet tuto restauraci vzhledem k její dobré pověsti , ale některé ceny byly až přehnané .
1	vynikající jídlo , zajímavé prostředí , příjemná atmosféra a personál , který nemá problém vyhovět svým hostům ... i toto je palanda , super burgery , skvělé omáčky a hranolky ... vždy velká spokojenost !
0	v restauraci bohužel hrají na efekt opeč si sám přímo na stole a to je asi tak vše . neuvěřitelně předražená restaurace s malými porcemi , oschlým tatarákem a párečky , které jak moje přítelkyně poznamenala , že koupíte i v albertu . dále také předražené víno . prostě nulový zážitek za hodně peněz .
1	roky ověřená restaurace vynikající především obědovým menu ve vyrovnaně nadprůměrné kvalitě a rozumné ceně ( 90 - 145 kč ) od září 2016 kompletně nový moderní interiér ve stylu moderního pivovaru ( nerez + dub ) . obsluha se roky mění , avšak pár stálic zůstává . i kvůli nim je radost zajít . pivo standarně skvělé , ale poměrně drahé .
1	harmonie chutí mě vždy ohromí . veškeré nabízené pokrmy jsou mistrovské dílo . personál je vždy profesionální !
1	restaurace terasa u zlaté studně bezpochyby patří ke špičce české gastronomie , kterou vřele doporučuji . skvělé jídlo , perfektní obsluha a neopakovatelný výhled . odcházeli jsme s manželem s povznášejícími pocity . opravdu překrásný večer . děkujeme .
1	výborné drinky , to je to , oč tu běží . skvělé posezení , když je venku hezky . jídlo opravdu vůbec nic zvláštního , na večeři bych sem chodit opravdu nemusela . prostě pár drinků a jít .
1	bar se skvělou atmosférou a velmi přátelským a informovaným personálem . pokud máte rádi pivo , rozhodně sem vyražte !
1	od soboty do dneška jsem navštívil obě čajovny shisha . jedna je na koněvce , druhá v drahobejlově ( přístup je tam také z ocelářské ) . každá čajovna je vzhledově i atmosférou jiná , obě však umí připravit velmi dobrou vodní dýmku a vaří skutečně dobrý čaj . moc pěkné prostředí , dobrá obsluha , klid a wifi . doporučuji .
1	velice dobré a zajímavé osvěžení nudných menu - např . výborné green tea mojito ( s tatranským čajem ) a limetkový sorbet . pohodová obsluha . zato špagety s lososem a pestem mě moc nenadchly , byly průměrné , přičemž jejich cena 208 kč mi přišla docela vysoká . využily jsme venkovní sezení , které je kryté slunečníky . pokud byste sem šli i s dětmi , uvnitř je poměrně velký dětský koutek .
1	velmi pěkná stylová restaurace , krásný výhled na město , vynikající obsluha , ale poměr kvalita jídla / cena je trochu mimo mísu . chápu , že náklady na provoz jsou asi dražší , ale úplně chyběla atmosféra , kterou by jeden od takové restaurace očekával
1	jídlo opravdu báječné , interiér jednoduchý a útulný . obsluha milá a ochotná . i když bylo úplně plno , jídlo bylo na stole rychle a nic nám nechybělo . moc s nám tu líbilo , přijdeme zase :-)
0	naprostý výbuch , objednala jsem si staročeského kubu . houby jsem v jídle neviděla , na ani necítila . na dotaz mi bylo sděleno , že je to že zmrazených hub a že jsou v tom zamíchane . jídlo jsem vrátila , obsluha neochotna , nenabídla ani náhradu , nezeptali se , neomluvili se . zahraniční hosté vedle u stolu měli úplně stejný problém . v dnešní době velice smutné ...
0	byli jme tu prave na obede , vetsi drzost jsem nezazil . fotograf pronajaty podnikem nas fotil profesionalnim fotoaparatem pri jidle . kdyz jsem mu rekl at nas nefoti , odpovedel , at si hledim sveho , ze si bude take delat svoji praci . neuveritelna drzost , okamzite jsme odesli od rozjezeneho jidla . jidlo bylo mimo jine podprumerne
0	obsluha pomalá , nepatrně arogantní . jídlo celkem chutné , ovšem malá porce . účtování kohoutkové vody je podivné .
1	příjemná restaurace / hospoda s letní zahrádkou za dobré ceny . výborná pečená vepřová žebra na medu (8 00 g , 204 kč ) .
1	výborná česká kuchyně v praze , kde točí dobře vychlazenou plzničku s příjemnou a ochotnou obsluhou ...
1	pro mě a mou manželku srdcová záležitost . balzám pro všechny smysly , ale hlavně chuť . budeme si vždy moc rádi vracet ( což již dnes děláme ) . tentokrát to vyhrála telecí kotleta a polévka pot - au - feu .
1	obed v restauraci zinc byl bez nedostatku . profesionalni obsluha , chutne jidlo . chcete ale vychutnavat tam , kde je vedle vas bufet pro business skupinku ? klasicka hotelova restaurace .
0	dnes jsem navštívil restauraci avion 58 na večeři . dal jsem si dršťkovou a lilkový salát s fetou . dršťková byla černá . na můj dotaz proč je černá odpověděla paní protože je dršťková . asi nikdy neviděla dršťkovou . salát z lilků byl polosyrový absolutně bez chuti . bohužel ze slánky nešla sůl nikterak vytlouct a tak jsem to odložil . to se fakt nedalo . fuj !
0	prostředí je celkem příjemné , ale co člověka překvapí jsou ceny nápojů . při naší návštěvě byla k dispozici jen točená stella a třetinka za 45 kč . je i na prahu dost .
1	a to nepřeháním . jak okolí , tak interiér restaurace je zajímavý a věčně obsazené stoly svědčí o dobré kuchyni i obsluze . nejlepší je ovšem celá pečená kachna . maso se rozpadá na jazyku .
